h_np (nm),h_extrude (nm),lambda0 (nm),Total transmittance (1),Average 1 (W/m^3),Total reflectance and transmittance (1)
749.9999999999999,240,1550,0.28844363602532164,2.631213923328479E13,0.6447861551166325
749.9999999999999,259.99999999999994,1550,0.24326713472752245,3.658352480574239E13,0.4649658680321033
749.9999999999999,280,1550,0.0871066478462931,3.372692046022473E13,0.4688008523335181
749.9999999999999,300,1550,0.020430826951240353,2.340399449458009E13,0.6050573904099986
749.9999999999999,319.99999999999994,1550,0.015260430806827182,1.804028020271124E13,0.6752749749521326
749.9999999999999,340,1550,0.01463714344220377,1.6799281271182795E13,0.6787136563784765
749.9999999999999,360,1550,0.005392494302179191,2.0110992482977246E13,0.5927529171470316
749.9999999999999,379.99999999999994,1550,0.15852155618309297,3.1560725544999E13,0.3253898174627275
749.9999999999999,400,1550,0.09632271590632499,3.2255681882196547E13,0.2742470681865677
800,19.999999999999996,1550,0.6951740284348401,4.5207122539437766E13,0.9457512088068143
800,39.99999999999999,1550,0.5192088607735112,2.9840625761278414E13,0.928382415468773
800,60,1550,0.4414476805622685,2.1863334688613285E13,0.9212919329149449
800,79.99999999999999,1550,0.41637219783557344,1.7893268677819926E13,0.9141122889078062
800,100,1550,0.42517854820460194,1.6689542466609672E13,0.8998618788088428
800,120,1550,0.4469530086503144,1.8740091313174113E13,0.8650713489823363
800,140,1550,0.5108627763047615,2.6061079287929242E13,0.7810869208695546
800,159.99999999999997,1550,0.3220139840220157,5.621837063349571E13,0.4603023395978966
800,180,1550,0.09269465636694359,2.791641297605754E13,0.6985030789126463
800,200,1550,0.2577785330369984,2.1982706907268895E13,0.7362061406005088
800,219.99999999999997,1550,0.3597649789924503,2.648510127148458E13,0.6503947079367369
800,240,1550,0.320404539543031,3.752735372729364E13,0.45960405861276077
800,259.99999999999994,1550,0.10827377349257279,3.411808775113769E13,0.46775773597769654
800,280,1550,0.016326702720921606,2.3097106855033883E13,0.6119686201184371
800,300,1550,0.012833823207449446,1.762737946200717E13,0.6827072246301337
800,319.99999999999994,1550,0.019189860798706656,1.5996755265226385E13,0.6928622620036443
800,340,1550,0.01517660323639572,1.7087563253189865E13,0.6514137047918365
800,360,1550,0.011122510724525489,2.3101134428465523E13,0.5010157006227951
800,379.99999999999994,1550,0.1331217809020651,3.165216811575881E13,0.2783304797378523
800,400,1550,0.0958752533238074,2.5776657770496414E13,0.38135998376774355
849.9999999999999,19.999999999999996,1550,0.6937235905937127,4.479867519386504E13,0.9428805537819389
849.9999999999999,39.99999999999999,1550,0.5167893393422899,3.002775010279599E13,0.923423993948679
849.9999999999999,60,1550,0.4432237126293868,2.220649945752119E13,0.9150590381844287
849.9999999999999,79.99999999999999,1550,0.42861091097878706,1.908497450004082E13,0.9026666001345192
849.9999999999999,100,1550,0.35078211235080675,3.056711135943605E13,0.8051355027821128
849.9999999999999,120,1550,0.43416393161128636,1.9135114076830105E13,0.8536159605391014
849.9999999999999,140,1550,0.5050262480304845,2.4841241852307453E13,0.7782916452539463
849.9999999999999,159.99999999999997,1550,0.29980238946125853,5.385006541703564E13,0.45072970116473665
849.9999999999999,180,1550,0.17640807428872,2.531362676006155E13,0.7095255230458529
849.9999999999999,200,1550,0.3756278349920271,2.349932678409786E13,0.7003835752677816
849.9999999999999,219.99999999999997,1550,0.43308859102521186,3.2872871909403453E13,0.538956965551698
849.9999999999999,240,1550,0.21771337838359073,3.603739934078767E13,0.4486279849084097
849.9999999999999,259.99999999999994,1550,0.03616239660993472,2.5863322514445957E13,0.571315469994628
849.9999999999999,280,1550,0.0071271506188534724,1.9144365643031805E13,0.658273060596253
849.9999999999999,300,1550,0.015245647729178264,1.6808559087772643E13,0.6785363441404628
849.9999999999999,319.99999999999994,1550,0.02071970647120622,1.696524618663422E13,0.6539087221384082
849.9999999999999,340,1550,0.01333290455473133,1.9444884863522965E13,0.5785320806600529
849.9999999999999,360,1550,0.017518508033286955,2.6772485556757023E13,0.3855714731969501
849.9999999999999,379.99999999999994,1550,0.08320717985453148,3.407032971368711E13,0.17464833597727053
849.9999999999999,400,1550,0.135353025598269,2.1052337078457633E13,0.46316499510869114
900,19.999999999999996,1550,0.6955254784925883,4.406065308693369E13,0.9405186692432804
900,39.99999999999999,1550,0.5196909619718854,3.0284307771933008E13,0.9182322920391621
900,60,1550,0.45258862806670364,2.314359072449757E13,0.9062684975769126
900,79.99999999999999,1550,0.45445550148125835,2.6043665096298375E13,0.8593640152901545
900,100,1550,0.33706252416570615,2.599950048265076E13,0.824502524695685
900,120,1550,0.4283795905666237,1.926845016246531E13,0.8439255248049771
900,140,1550,0.5058148679427416,2.404702870136716E13,0.7727561186628489
900,159.99999999999997,1550,0.29557771394371285,5.131744812726812E13,0.44577503484230796
900,180,1550,0.2556999024952077,2.4586510188405848E13,0.7012740967484922
900,200,1550,0.46737951913989156,2.5957012333597633E13,0.6495797377498085
900,219.99999999999997,1550,0.4154943734636223,3.4411598068248406E13,0.48898762284891484
900,240,1550,0.13292545521052088,3.013981394338683E13,0.5117353474315066
900,259.99999999999994,1550,0.015632978908778076,2.196884974128211E13,0.6144467127939924
900,280,1550,0.005527731502446496,1.832114798444559E13,0.653730464330404
900,300,1550,0.014868502744009955,1.807264033344826E13,0.6340289247238962
900,319.99999999999994,1550,0.021103409946308088,1.9268688470151188E13,0.5837963022200013
900,340,1550,0.008775792518148251,2.222057735192332E13,0.49003772217777897
900,360,1550,0.015865515668964273,2.9071252841805926E13,0.293568620253623
900,379.99999999999994,1550,0.040604508132493625,3.2671616856038566E13,0.16196761425794767
900,400,1550,0.15999792990754017,1.6375565041300027E13,0.5578593238683562
949.9999999999999,19.999999999999996,1550,0.6982898488775353,4.2976717860386336E13,0.9387559003505617
949.9999999999999,39.99999999999999,1550,0.5237319581862258,3.037726636437182E13,0.9134248833665093
949.9999999999999,60,1550,0.4621161367786967,2.4263931897451883E13,0.8962715468492304
949.9999999999999,79.99999999999999,1550,0.45871539221949587,4.155069087939092E13,0.7631544984112907
949.9999999999999,100,1550,0.3330695188908873,2.4159265700395543E13,0.8278651987200644
949.9999999999999,120,1550,0.42506959087176416,1.934965031184705E13,0.8345605782771024
949.9999999999999,140,1550,0.5072721183477708,2.3672568657674645E13,0.7638653129996189
949.9999999999999,159.99999999999997,1550,0.2991920386144887,4.9012817535776336E13,0.44125384575055926
949.9999999999999,180,1550,0.3137755213865512,2.4710368012527465E13,0.6830899158444018
949.9999999999999,200,1550,0.5170493287624962,2.770890370325289E13,0.6051468090779847
949.9999999999999,219.99999999999997,1550,0.3632539374488574,3.2320940936968055E13,0.4933670838321904
949.9999999999999,240,1550,0.09516514827251746,2.595545040312114E13,0.5561605169327376
949.9999999999999,259.99999999999994,1550,0.009281304160241886,2.0247518140934887E13,0.6249147814674431
949.9999999999999,280,1550,0.003519291400548214,1.8620088253147168E13,0.6285303241372138
949.9999999999999,300,1550,0.014470809026836142,1.8428832274331234E13,0.6060839880192351
949.9999999999999,319.99999999999994,1550,0.0128352221656494,1.988746837708467E13,0.5465656513022755
949.9999999999999,340,1550,0.0022993212503610028,2.4462059373116043E13,0.407406137726362
949.9999999999999,360,1550,0.013279271895341912,2.942626704080467E13,0.24521563377439298
949.9999999999999,379.99999999999994,1550,0.014100302636595934,2.730055992993254E13,0.26083719980988035
949.9999999999999,400,1550,0.15302021917827077,1.5584196222591572E13,0.5558505759729354
