h_np (nm),h_extrude (nm),lambda0 (nm),Total transmittance (1),Average 1 (W/m^3),Total reflectance and transmittance (1)
350,379.99999999999994,1550,0.42984077194608833,5.5863132218687375E13,0.44276507755265654
350,400,0,0,0,0
400,19.999999999999996,1550,0.740104563455595,3.6906137591675644E14,0.7785622359782269
400,39.99999999999999,1550,0.6626331696568767,2.6389878097305362E14,0.683321153285352
400,60,1550,0.5700760490808161,2.258453478977439E14,0.5934778906033409
400,79.99999999999999,1550,0.4916249851157943,1.9931446496333972E14,0.5216468893617674
400,100,1550,0.41376845571888843,1.8081592444225706E14,0.4575521264704406
400,120,1550,0.44211910700311907,1.4614573288682297E14,0.4738754786038726
400,140,1550,0.4525893151968887,1.2480987129171555E14,0.47579883247768107
400,159.99999999999997,1550,0.42619027747978405,1.1373581580894577E14,0.45406985034984826
400,180,1550,0.3853296915865504,1.0626221062169406E14,0.426184532215319
400,200,1550,0.3675527066827311,9.665728360040469E13,0.42005666591296614
400,219.99999999999997,1550,0.3940452910571295,8.399347357621838E13,0.4456429210639533
400,240,1550,0.4308197995754508,7.305747123186878E13,0.47398594967409824
400,259.99999999999994,1550,0.45244656445639264,6.549040061488765E13,0.4891787750327229
400,280,1550,0.45887482033708427,6.0441666956757875E13,0.4922900699407111
400,300,1550,0.4546194606461258,5.696601028359115E13,0.48730542219439865
400,319.99999999999994,1550,0.4405749602590496,5.475000826199457E13,0.4743999423238832
400,340,1550,0.4163829791355152,5.377282132309304E13,0.4515180497943859
400,360,1550,0.37498533092070824,5.456432065033197E13,0.4107064363476346
400,379.99999999999994,1550,0.3033996811715254,5.8423519039436734E13,0.333970787086307
400,400,0,0,0,0
450,19.999999999999996,1550,0.6485549045317853,4.1201360959260844E14,0.7218906882821432
450,39.99999999999999,1550,0.5495164227732625,2.9834314363454794E14,0.5972364228684212
450,60,1550,0.4469280217338793,2.508245758471413E14,0.4920799945218638
450,79.99999999999999,1550,0.3713249865955093,2.162843989232639E14,0.4160320955602584
450,100,1550,0.2945802660024498,1.908420066136433E14,0.3559017705167539
450,120,1550,0.32282330257101116,1.55096889908126E14,0.3718523153693769
450,140,1550,0.33116110616957206,1.3337607429723338E14,0.36979817877421034
450,159.99999999999997,1550,0.2993215087667292,1.2135754637719312E14,0.34466956297487994
450,180,1550,0.25734909937788214,1.1143812975929867E14,0.32301190055117496
450,200,1550,0.2465935022307664,9.917581231126831E13,0.33056382148344776
450,219.99999999999997,1550,0.27552582835442746,8.626438147035514E13,0.35948842148926496
450,240,1550,0.3136900631214235,7.577798407639638E13,0.38619867190686546
450,259.99999999999994,1550,0.33536645863460013,6.846309936789334E13,0.39923586286544577
450,280,1550,0.34204169989070193,6.34455303532711E13,0.4004399417274645
450,300,1550,0.3349452014503734,5.999254529995223E13,0.3925754683480701
450,319.99999999999994,1550,0.3209397255663828,5.738805953148098E13,0.38020843723203435
450,340,1550,0.29720600528580327,5.586116092011186E13,0.3589931130837001
450,360,1550,0.26382277791717007,5.527784369641464E13,0.32837410021504554
450,379.99999999999994,1550,0.21375698834590764,5.6414001305595695E13,0.2764915757597299
450,400,0,0,0,0
500,19.999999999999996,1550,0.5465300206225048,4.397192259780123E14,0.6702091047398914
500,39.99999999999999,1550,0.4286868897148064,3.1890239201550744E14,0.521646269660666
500,60,1550,0.32551980834463173,2.627613484729068E14,0.4087871720169121
500,79.99999999999999,1550,0.2631990673741916,2.2174408065567103E14,0.33476741114408765
500,100,1550,0.19712222256716533,1.9150936279387075E14,0.2818400258156028
500,120,1550,0.21966746288059832,1.569528327717034E14,0.2937063680192378
500,140,1550,0.22239041874992402,1.3590290058884439E14,0.2865048909852537
500,159.99999999999997,1550,0.18947499875236717,1.2249320672761869E14,0.2650401181250279
500,180,1550,0.15120403973883043,1.1001284112304322E14,0.2574132158850275
500,200,1550,0.15178897582773093,9.581276994994425E13,0.28140485168541335
500,219.99999999999997,1550,0.18407377384674461,8.34807382578584E13,0.311284077043193
500,240,1550,0.21789280537120279,7.417905544998594E13,0.3323886151829312
500,259.99999999999994,1550,0.24122034371000958,6.721794143861127E13,0.3446242632807351
500,280,1550,0.246344363693521,6.258053920026178E13,0.3429044294426915
500,300,1550,0.23970432512373804,5.9047728692966875E13,0.3357130982270185
500,319.99999999999994,1550,0.22730688177111116,5.62658742179299E13,0.3248099849576165
500,340,1550,0.2081438118131565,5.403787911729559E13,0.3110166961206915
500,360,1550,0.18526688117779763,5.223602462481695E13,0.29481369621938847
500,379.99999999999994,1550,0.15186692928572135,5.179651493701851E13,0.2618999397523016
500,400,0,0,0,0
550,19.999999999999996,1550,0.44902939080215065,4.4834834337369294E14,0.6301127356480664
550,39.99999999999999,1550,0.31746405484731033,3.23681068244605E14,0.4659258117054996
550,60,1550,0.22240552624726131,2.6094286535999797E14,0.35416649033252645
550,79.99999999999999,1550,0.1788681802847758,2.162362816684174E14,0.28641932154250427
550,100,1550,0.12772047875327974,1.8432619418050962E14,0.2396543929902744
550,120,1550,0.14012663594938307,1.5273993049779634E14,0.24393749174404306
550,140,1550,0.13367663932379034,1.3268353509545769E14,0.23374947775263705
550,159.99999999999997,1550,0.10272228733062819,1.172740475903988E14,0.2259950085882076
550,180,1550,0.08113165463786065,1.0135113345770562E14,0.24747094736911762
550,200,1550,0.0951824609667436,8.692442520612195E13,0.28287331947426575
550,219.99999999999997,1550,0.12729272265705993,7.641339585912833E13,0.3065482529543736
550,240,1550,0.15765256697213467,6.867376557603082E13,0.3201297221082312
550,259.99999999999994,1550,0.1754164521144094,6.2891906884661445E13,0.32548438617943976
550,280,1550,0.17893547181759853,5.866382771562839E13,0.32243280902570504
550,300,1550,0.174822979464375,5.52668113996211E13,0.31607308875310824
550,319.99999999999994,1550,0.1614769940482026,5.256392976436666E13,0.3061562315300591
550,340,1550,0.14674477984269685,5.000370158552099E13,0.29869805513154746
550,360,1550,0.13124337894619897,4.7782658560450086E13,0.29042752178907294
550,379.99999999999994,1550,0.10905782320871679,4.6561058786205195E13,0.27015532123645736
550,400,0,0,0,0
600,19.999999999999996,1550,0.3672198340258184,4.40594274337366E14,0.6034647360709934
600,39.99999999999999,1550,0.2294049514063069,3.1475115241478994E14,0.43344782043735774
600,60,1550,0.14680337529369397,2.476222004602691E14,0.33142017601964857
600,79.99999999999999,1550,0.12221538208932156,2.0287475330149984E14,0.269653455393853
600,100,1550,0.08355627862424876,1.7239883043551947E14,0.22420608700154532
600,120,1550,0.08495335448612312,1.4383938038161897E14,0.2232675851831268
600,140,1550,0.07241956050202764,1.2343367484969866E14,0.22236807270498715
600,159.99999999999997,1550,0.0530873911892418,1.0459536537184055E14,0.24691329680036395
600,180,1550,0.057071722337413526,8.756686906942939E13,0.29070942190697396
600,200,1550,0.07971396008967901,7.583983136263648E13,0.3174422552273188
600,219.99999999999997,1550,0.10472129879961095,6.838280383829978E13,0.32300983691847923
600,240,1550,0.1264937876896295,6.25913446519181E13,0.324012385961094
600,259.99999999999994,1550,0.1374629916595021,5.771469262999677E13,0.32473836593582467
600,280,1550,0.13929445227146217,5.379991284204968E13,0.3221209886571563
600,300,1550,0.13357207083058678,5.073909212487117E13,0.3150227036131311
600,319.99999999999994,1550,0.12206892585271786,4.799006974002336E13,0.3089429594049181
600,340,1550,0.11162255705447598,4.5415329616784164E13,0.30514554175943187
600,360,1550,0.0998610567088305,4.318094937453036E13,0.3004686022296055
600,379.99999999999994,1550,0.0846914358830095,4.1780209035037414E13,0.28555868005542173
600,400,0,0,0,0
650,19.999999999999996,1550,0.3056952116750173,4.2238056405798175E14,0.5881788943874884
650,39.99999999999999,1550,0.1667304969549476,2.952495575961626E14,0.4242634712242007
650,60,1550,0.1016542204155203,2.2491817592533075E14,0.34211458679039114
650,79.99999999999999,1550,0.09291935871860464,1.8396708082463262E14,0.2825275939130892
650,100,1550,0.06097572711684683,1.5812003963526484E14,0.22916484106391383
650,120,1550,0.054961921242278736,1.3094697609409675E14,0.23396024577510938
650,140,1550,0.046904646094708305,1.0877521805780492E14,0.2576091213431635
650,159.99999999999997,1550,0.050217748249146835,8.940459195293927E13,0.30264422717683653
650,180,1550,0.0666255526937522,7.580198334904336E13,0.3348376017845041
650,200,1550,0.08308159201114032,6.833377960691646E13,0.3337455547290209
650,219.99999999999997,1550,0.09791664397243113,6.323107203091535E13,0.32184676323823597
650,240,1550,0.11098308754207897,5.812831509916612E13,0.31989811442572325
650,259.99999999999994,1550,0.11945620797787618,5.331859062357235E13,0.3241867724992117
650,280,1550,0.12013303889160522,4.950179281813637E13,0.32430003833293625
650,300,1550,0.11502007320800449,4.636463351490719E13,0.3219172189316553
650,319.99999999999994,1550,0.1063207841298866,4.39223837586478E13,0.3148108593012019
650,340,1550,0.09668168728425158,4.145315787683538E13,0.3129139401820238
650,360,1550,0.08870879583362577,3.932396767148777E13,0.30986376261721804
650,379.99999999999994,1550,0.07748138068914776,3.7931189644534086E13,0.297324586106345
650,400,0,0,0,0
700,19.999999999999996,1550,0.26375179405207255,4.004039709457387E14,0.579575982831469
700,39.99999999999999,1550,0.13100747249368616,2.6607959655079075E14,0.4412328220326772
700,60,1550,0.09137574176320654,1.9426741097079803E14,0.38805785750369615
700,79.99999999999999,1550,0.0973343202848647,1.63297174139707E14,0.3141509838199818
700,100,1550,0.05840516986133749,1.454380317192151E14,0.23645010310668219
700,120,1550,0.05132083380140752,1.1859870535095256E14,0.2528275161929748
700,140,1550,0.054140602176400814,9.674241772860047E13,0.2889431796164352
700,159.99999999999997,1550,0.06861429496254058,8.020465606514669E13,0.3262808054642732
700,180,1550,0.08160754751816365,7.069413602892831E13,0.3319403714257321
700,200,1550,0.08725489402490542,6.555435754527753E13,0.31167933579949597
700,219.99999999999997,1550,0.09304857989396866,6.099479444968626E13,0.2955105973911368
700,240,1550,0.10285868337298801,5.559397108292167E13,0.2995160561373404
700,259.99999999999994,1550,0.11164116412787532,5.036033228619338E13,0.31258155969052315
700,280,1550,0.1143510776681358,4.638902876010883E13,0.3180809267272041
700,300,1550,0.11117616718376476,4.33476144424682E13,0.31727516121282373
700,319.99999999999994,1550,0.10526491888756905,4.0819322255912945E13,0.3142353323434187
700,340,1550,0.09764735613127101,3.8541468779509625E13,0.3120349482370841
700,360,1550,0.09053248204406102,3.658716629966678E13,0.3085028922083358
700,379.99999999999994,1550,0.08119147204934776,3.525038854852775E13,0.29675452892390575
700,400,0,0,0,0
749.9999999999999,19.999999999999996,1550,0.23696047540787377,3.8030000743029525E14,0.5721628612863783
749.9999999999999,39.99999999999999,1550,0.12365541953434599,2.313398154619885E14,0.4794856742686572
749.9999999999999,60,1550,0.11442054002510643,1.67949898003041E14,0.43316961396535214
749.9999999999999,79.99999999999999,1550,0.11964901210158901,1.524549994825578E14,0.31395202362931585
749.9999999999999,100,1550,0.0619208828179308,1.3845607699423864E14,0.22118632791531345
749.9999999999999,120,1550,0.05578185118519036,1.1171588091145388E14,0.2459177899677565
749.9999999999999,140,1550,0.06544638119295813,9.130038476500103E13,0.28100965709492093
749.9999999999999,159.99999999999997,1550,0.0823758696089331,7.708803219895833E13,0.3062074236928929
749.9999999999999,180,1550,0.08987100274420388,6.949924428322049E13,0.2963202293269132
749.9999999999999,200,1550,0.08764498809756613,6.511276618903279E13,0.2674812272282511
749.9999999999999,219.99999999999997,1550,0.08852038209790981,6.025503135574732E13,0.2543442071366173
749.9999999999999,240,1550,0.09889161197893821,5.4280005210774234E13,0.26721986049869173
749.9999999999999,259.99999999999994,1550,0.11038016764952908,4.872790502844064E13,0.28735438246004624
749.9999999999999,280,1550,0.11686012269093084,4.457794398799643E13,0.2978972712564593
749.9999999999999,300,1550,0.11570506087756569,4.156331438648991E13,0.2986188894656354
749.9999999999999,319.99999999999994,1550,0.11102735730986059,3.920747443186102E13,0.2942654214997145
749.9999999999999,340,1550,0.10434713351430783,3.705805208704451E13,0.29126475307943944
749.9999999999999,360,1550,0.0986719937182758,3.513660173362653E13,0.2884836942690093
749.9999999999999,379.99999999999994,1550,0.09171342437428093,3.375884045668118E13,0.27840473162353824
750,400,0,0,0,0
800,19.999999999999996,1550,0.22025406869909903,3.66677305297334E14,0.5599875227257449
800,39.99999999999999,1550,0.13526865180395325,2.069144350981803E14,0.5034054463245032
800,60,1550,0.13559353458086654,1.6151495390884056E14,0.41854606047295756
800,79.99999999999999,1550,0.12167315055657511,1.5287683233805084E14,0.2661903443291661
800,100,1550,0.06023650875421162,1.3448301179054756E14,0.1931023433823787
800,120,1550,0.05696531972887534,1.0834573019365578E14,0.21991074902653576
800,140,1550,0.07105631312296587,8.898677481784284E13,0.2525110173060205
800,159.99999999999997,1550,0.08937891010916227,7.62437683730524E13,0.2680592762092142
800,180,1550,0.09376946353401701,6.937703507680872E13,0.2507279366537712
800,200,1550,0.08600138885840365,6.509006730384331E13,0.21891904177797206
800,219.99999999999997,1550,0.08420737366227664,5.990135031454965E13,0.20930191984914465
800,240,1550,0.09703767002476105,5.353165969374494E13,0.22914403158093188
800,259.99999999999994,1550,0.11169673640409483,4.79336424875441E13,0.2522350065490034
800,280,1550,0.12128698489809789,4.3806563337305484E13,0.2640496980216688
800,300,1550,0.12229227060138109,4.082677442228682E13,0.2651181599146085
800,319.99999999999994,1550,0.11793381170445486,3.853110710513698E13,0.26020266287859367
800,340,1550,0.11196163673545882,3.648344578419038E13,0.2557377308532165
800,360,1550,0.10633488235019577,3.4714261715357086E13,0.2501719810303799
800,379.99999999999994,1550,0.10187512200662105,3.329957024849365E13,0.24076984571267462
800,400,0,0,0,0
849.9999999999999,19.999999999999996,1550,0.20789583184732205,3.610363291150016E14,0.5396788333366465
849.9999999999999,39.99999999999999,1550,0.14004936590533607,2.0292181373738866E14,0.4825488866825017
849.9999999999999,60,1550,0.13300977901700906,1.664827197052891E14,0.36320353309977127
849.9999999999999,79.99999999999999,1550,0.10795465094228648,1.5389141843738772E14,0.2151540530869837
849.9999999999999,100,1550,0.05556996811892362,1.3103425190621422E14,0.16465656457832584
849.9999999999999,120,1550,0.05481824811604088,1.0595070545588866E14,0.18947711621535593
849.9999999999999,140,1550,0.07091621355895951,8.774509604423261E13,0.2168749757144799
849.9999999999999,159.99999999999997,1550,0.09048085948134343,7.576599086967884E13,0.22718680306809685
849.9999999999999,180,1550,0.09339651481679624,6.916256037520643E13,0.20635970303113627
849.9999999999999,200,1550,0.08202120712018268,6.4759658766795305E13,0.17431451945440551
849.9999999999999,219.99999999999997,1550,0.07798839187211222,5.951425497294111E13,0.16531230320185406
849.9999999999999,240,1550,0.09305480000580352,5.306817268795262E13,0.18805695774340694
849.9999999999999,259.99999999999994,1550,0.11198550595541067,4.745576740798492E13,0.2134207274478639
849.9999999999999,280,1550,0.122732967478592,4.346901720685564E13,0.22407760609688987
849.9999999999999,300,1550,0.124714763337578,4.0595594080341914E13,0.22360911595367078
849.9999999999999,319.99999999999994,1550,0.12032186921472074,3.8359574126664055E13,0.2174644364959041
849.9999999999999,340,1550,0.11413372436902375,3.6386123834975375E13,0.21133081624597874
849.9999999999999,360,1550,0.1094403127626754,3.4650945282620598E13,0.204760445321361
849.9999999999999,379.99999999999994,1550,0.10692413639258329,3.3214176784584223E13,0.1953864466526113
850,400,0,0,0,0
900,19.999999999999996,1550,0.19618926705213294,3.6050743604964275E14,0.513314937048414
900,39.99999999999999,1550,0.1297425667675655,2.0828274724462284E14,0.4376366137836052
900,60,1550,0.11689385662956671,1.7124052556948222E14,0.30647590333698715
900,79.99999999999999,1550,0.09102901449510914,1.530326781773011E14,0.17362373812406826
900,100,1550,0.04964967900125691,1.276359704993494E14,0.13845722216964212
900,120,1550,0.050272501589239335,1.0370215721051486E14,0.16001270941795998
900,140,1550,0.0667090890493993,8.652258198727355E13,0.18236150739321072
900,159.99999999999997,1550,0.0864468172083383,7.51189182036267E13,0.18871546726898952
900,180,1550,0.08859805689841514,6.857179705524645E13,0.16685286919307069
900,200,1550,0.07522571954249063,6.406850096552622E13,0.13507540651629377
900,219.99999999999997,1550,0.07146433482571014,5.863084000890954E13,0.12933084743682666
900,240,1550,0.0876475232145919,5.2348266500456516E13,0.15195813388496754
900,259.99999999999994,1550,0.10759145465752579,4.6993688997666836E13,0.1752610148845405
900,280,1550,0.11883844281985641,4.312212311318636E13,0.18499185661058026
900,300,1550,0.12100400585721723,4.032146540620943E13,0.1834896510258917
900,319.99999999999994,1550,0.1157098194987869,3.81533547915497E13,0.1758878292024661
900,340,1550,0.10897980394913616,3.626293124504975E13,0.1677654863166733
900,360,1550,0.10491638113028798,3.457861371299028E13,0.15974000870659927
900,379.99999999999994,1550,0.1040750355964005,3.304683194556145E13,0.15234833151103894
900,400,0,0,0,0
949.9999999999999,19.999999999999996,1550,0.18392216506286183,3.6084607589503906E14,0.4857938454660382
949.9999999999999,39.99999999999999,1550,0.11199086839500533,2.131446481825305E14,0.39253775163714066
949.9999999999999,60,1550,0.09732257340699413,1.7332966233088616E14,0.25901573765457864
949.9999999999999,79.99999999999999,1550,0.07510271229596083,1.5093016928083988E14,0.13969818374759935
949.9999999999999,100,1550,0.04364390182080207,1.24219729999336E14,0.11493466430386201
949.9999999999999,120,1550,0.04394795309433773,1.0140825531930447E14,0.13295916915998046
949.9999999999999,140,1550,0.0595195436620232,8.498122628101728E13,0.15231232355926638
949.9999999999999,159.99999999999997,1550,0.07878194712984468,7.400420411463664E13,0.1563503535447833
949.9999999999999,180,1550,0.07940328001586107,6.758334782074562E13,0.1332435668048082
949.9999999999999,200,1550,0.06576646958361596,6.288336729715837E13,0.10390913537879493
949.9999999999999,219.99999999999997,1550,0.06377847186024668,5.741563892383137E13,0.10000815611693956
949.9999999999999,240,1550,0.08045160163289707,5.135923802225023E13,0.12175706174250123
949.9999999999999,259.99999999999994,1550,0.09989928999697702,4.624885895164241E13,0.14323913076926034
949.9999999999999,280,1550,0.11091841811693602,4.252115538463964E13,0.15170276279387573
949.9999999999999,300,1550,0.11135425698360647,3.9852548143686984E13,0.14815179458578723
949.9999999999999,319.99999999999994,1550,0.10475739807437688,3.775477852601069E13,0.13919118399656938
949.9999999999999,340,1550,0.09766854487947878,3.590125516905729E13,0.13029217406622584
949.9999999999999,360,1550,0.09395683784180847,3.4202658703603996E13,0.12270265375506596
949.9999999999999,379.99999999999994,1550,0.09674475951197939,3.2524064378793527E13,0.1194108700489496
950,400,0,0,0,0
