h_np (nm),h_extrude (nm),Total transmittance (1),Average 1 (W/m^3),Total reflectance and transmittance (1)
800,379.99999999999994,0.019003164562116513,1.987201908448637E13,0.05106876376613462
800,400,0.049583041342369204,1.5701394699080588E13,0.21076235007369687
849.9999999999999,19.999999999999996,0.5513940162440116,3.810242135178599E13,0.8918939920483768
849.9999999999999,39.99999999999999,0.2583356626519178,2.9630599758859812E13,0.8318616784452024
849.9999999999999,60,0.07309303693653302,3.205695367781595E13,0.7271396985710415
849.9999999999999,79.99999999999999,0.06367542393056079,4.067607332479867E13,0.5383681130474178
849.9999999999999,100,0.3300327803703843,3.595768291553841E13,0.48989491326179246
849.9999999999999,120,0.500241684834928,2.777418421852988E13,0.5271869511810623
849.9999999999999,140,0.4489887242603858,2.760486086684679E13,0.45174730766894194
849.9999999999999,159.99999999999997,0.10104135981709002,3.56552025249475E13,0.1906985038002828
849.9999999999999,180,0.2572040114963432,2.8192200986515688E13,0.28010477333425665
849.9999999999999,200,0.15265474370590149,2.5460144106512066E13,0.2776318600672553
849.9999999999999,219.99999999999997,0.034973133449960364,2.105530892691719E13,0.3428698721793396
849.9999999999999,240,0.01929185115910924,1.64448451479151E13,0.44010292472424317
849.9999999999999,259.99999999999994,0.036560554097208334,1.4610869176949076E13,0.4610884914424875
849.9999999999999,280,0.05081451353212242,1.4266355971730496E13,0.43331927880171817
849.9999999999999,300,0.05440189121227691,1.461682545371741E13,0.3779265713392751
849.9999999999999,319.99999999999994,0.044532789053290216,1.5555694695308533E13,0.29383408718388593
849.9999999999999,340,0.025511551803528043,1.7001034097611873E13,0.17998604211876204
849.9999999999999,360,0.00859108008402562,1.849189195208286E13,0.05561068893168574
849.9999999999999,379.99999999999994,0.0026736118636379053,1.845627741780869E13,0.005064268474871719
849.9999999999999,400,0.09535032025090806,1.435552109518124E13,0.18539689942297208
900,19.999999999999996,0.5303138860576186,3.7517095873994125E13,0.8806645245930944
900,39.99999999999999,0.19956477995432428,3.1614417686209082E13,0.7988787016325959
900,60,0.01799501045043324,4.410474493061858E13,0.5791271598475812
900,79.99999999999999,0.19983548409027657,3.696052273908707E13,0.5297353192799501
900,100,0.47094516007627646,2.8489207189406848E13,0.5468992569717462
900,120,0.5474139748168058,2.3127692576707383E13,0.55860448344764
900,140,0.42930974316976506,2.5208210061662965E13,0.43871672341090096
900,159.99999999999997,0.1350174779391138,3.188054744747303E13,0.18874063442041927
900,180,0.2306832176302202,2.552450634661344E13,0.26929155312468434
900,200,0.0769278756927078,2.261260014730204E13,0.28072579609123016
900,219.99999999999997,0.005472562318709676,1.8410484341119527E13,0.355827957458697
900,240,0.009439233034806102,1.5953248261167508E13,0.39105848527143716
900,259.99999999999994,0.031173074643679303,1.4988867175297387E13,0.3801922595675742
900,280,0.04922090984477023,1.4688890991575143E13,0.345873346528739
900,300,0.048064750896227804,1.4959892738334152E13,0.2862202642673798
900,319.99999999999994,0.049948157685274885,1.5981004996533592E13,0.18666687261560494
900,340,0.015051648348167454,1.6701714469418617E13,0.09686125299495611
900,360,0.005528832915744526,1.682488862335565E13,0.036682361473715966
900,379.99999999999994,0.0658721915422509,1.5103912402815656E13,0.0871738621757161
900,400,0.1372880887618641,1.2795801169823385E13,0.1859657019637301
949.9999999999999,19.999999999999996,0.5072213723334295,3.687628277289807E13,0.8693060591412042
949.9999999999999,39.99999999999999,0.13337255477525226,3.4166537998099668E13,0.7578207173161229
949.9999999999999,60,0.04860589258350625,3.847353863826387E13,0.5909373624925978
949.9999999999999,79.99999999999999,0.34900179880589516,3.064023945196292E13,0.5656281356639269
949.9999999999999,100,0.5405662371961977,2.3273471920745836E13,0.5875822846925894
949.9999999999999,120,0.5563415259606335,2.0353649235937766E13,0.5671871593291561
949.9999999999999,140,0.36317169472312155,2.500805516387194E13,0.3795805537976795
949.9999999999999,159.99999999999997,0.1681704986292922,2.9065963348919312E13,0.1758975557615967
949.9999999999999,180,0.16509952435005226,2.360503976906891E13,0.24707136224713536
949.9999999999999,200,0.04568181262762593,2.092554103479953E13,0.2583763631334718
949.9999999999999,219.99999999999997,0.004060650583153946,1.761919654307114E13,0.31311268250006374
949.9999999999999,240,0.015535299246176554,1.5643607311202535E13,0.3346890968751344
949.9999999999999,259.99999999999994,0.03310653248789631,1.4726655286316898E13,0.3214933228218775
949.9999999999999,280,0.041050910484740764,1.4421021062755756E13,0.28446499589482327
949.9999999999999,300,0.04028873801805819,1.47234866845417E13,0.21727566154882264
949.9999999999999,319.99999999999994,0.021933130962492484,1.5368143956591516E13,0.12853833267568152
949.9999999999999,340,0.004397379331529762,1.5162018729006205E13,0.08649179571272717
949.9999999999999,360,0.05739491741887152,1.403836003127234E13,0.10443753473238267
949.9999999999999,379.99999999999994,0.15496141963858373,1.2110068945913057E13,0.18452888300618883
949.9999999999999,400,0.10710884090532316,1.1996724140455988E13,0.14964665020692686
